request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_169,41976.0,affordable_now,full_payment,2024-03-04:41976,2024-03-04,none,"Pay ZAR 41,976.00 today. This keeps the ZAR 18,700.00 minimum available over the next 90 days."
request_170,31490182.96,affordable_with_plan,installments,2025-08-06:12804480|2025-09-03:12804480|2025-10-01:12804480,2025-08-15,none,"Use 3 installments of IDR 12,804,480.00, starting 2025-08-06. This leaves at least IDR 24,715,800.00 available."
request_171,61.24,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-09-10. None of the available options keeps the EUR 500.00 minimum protected.
request_172,9971.13,affordable_with_plan,partial_payment,2024-06-05:9971.13|2024-06-15:228.87,2024-06-15,none,"Pay ZAR 9,971.13 today and the remaining ZAR 228.87 on 2024-06-15. This completes the full request and keeps the ZAR 27,200.00 minimum protected."
request_173,68704.44,affordable_with_plan,installments,2025-11-21:39173.33|2025-12-19:39173.33|2026-01-16:39173.33,2025-12-15,none,"Use 3 installments of INR 39,173.33, starting 2025-11-21. This leaves at least INR 79,100.00 available."
request_174,1146.2,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,2026-04-04,none,"Use 3 installments of EUR 397.35, starting 2026-04-04. This leaves at least EUR 700.00 available."
request_175,2346.3,affordable_now,full_payment,2024-09-06:2346.30,2024-09-06,none,"Pay EUR 2,346.30 today. This keeps the EUR 1,700.00 minimum available over the next 90 days."
request_176,0.0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-02-27. None of the available options keeps the EUR 600.00 minimum protected.
request_177,998.87,affordable_with_plan,full_payment,2026-01-05:1017.60,2026-01-05,reduce_to:event_16317:32|reduce_to:event_16237:15.50|stop:event_16234,"Stop/reduce specified flexible expenses, then pay USD 1,017.60 today. This leaves at least USD 1,300.00 available."
request_178,2938.1,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,"Use 3 installments of EUR 1,018.54, starting 2024-12-07. This leaves at least EUR 1,400.00 available."
request_179,8204756.42,affordable_later,wait,2025-07-15:41648000,2025-07-15,none,"Pay IDR 41,648,000.00 in full on 2025-07-15. Paying earlier would take the balance below the IDR 41,430,800.00 minimum."
request_180,66500.0,affordable_now,full_payment,2026-07-06:66500,2026-07-06,none,"Pay INR 66,500.00 today. This keeps the INR 37,300.00 minimum available over the next 90 days."
request_181,674.29,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-04-07. None of the available options keeps the USD 2,000.00 minimum protected."
request_182,65714.0,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,"Pay ZAR 65,714.00 today. This keeps the ZAR 31,100.00 minimum available over the next 90 days."
request_183,24402616.76,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-04-15,none,"Use 3 installments of IDR 9,313,546.67, starting 2026-04-10. This leaves at least IDR 11,878,300.00 available."
request_184,19357.49,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-07-30. None of the available options keeps the INR 110,800.00 minimum protected."
request_185,449.64,affordable_later,wait,2025-12-15:1257.30,2025-12-15,none,"Pay EUR 1,257.30 in full on 2025-12-15. Paying earlier would take the balance below the EUR 1,300.00 minimum."
request_186,4264.17,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-03-15. None of the available options keeps the ZAR 22,000.00 minimum protected."
request_187,38054.42,affordable_later,wait,2024-11-15:187500,2024-11-15,none,"Pay INR 187,500.00 in full on 2024-11-15. Paying earlier would take the balance below the INR 128,300.00 minimum."
request_188,132.71,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-03-04. None of the available options keeps the EUR 900.00 minimum protected.
request_189,488.4,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,Pay EUR 488.40 today. This keeps the EUR 400.00 minimum available over the next 90 days.
request_190,648.36,affordable_later,wait,2025-02-15:2557.50,2025-02-15,none,"Pay EUR 2,557.50 in full on 2025-02-15. Paying earlier would take the balance below the EUR 1,600.00 minimum."
request_191,664.4,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,Pay EUR 664.40 today. This keeps the EUR 500.00 minimum available over the next 90 days.
request_192,201.38,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-05-11. None of the available options keeps the USD 1,000.00 minimum protected."
request_193,137.8,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-04-15,none,"Use 3 installments of EUR 420.23, starting 2024-03-21. This leaves at least EUR 1,000.00 available."
request_194,39132.06,affordable_later,wait,2025-10-23:132800,2025-10-23,none,"Pay INR 132,800.00 in full on 2025-10-23. Paying earlier would take the balance below the INR 113,600.00 minimum."
request_195,762.46,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-03-11. None of the available options keeps the EUR 700.00 minimum protected.
request_196,762.3,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,Pay EUR 762.30 today. This keeps the EUR 500.00 minimum available over the next 90 days.
request_197,27230158.61,not_affordable,not_recommended,none,,none,"The requested amount of IDR 50,939,000.00 is currently not affordable, and the method is not recommended. Your safe amount to spend today is IDR 27,230,158.61, while maintaining a minimum balance of IDR 26,245,900.00."
request_198,185800.0,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"You can afford the requested amount of INR 185,800.00 today through a full payment, leaving you with your minimum required balance of INR 124,300.00 and requiring no spending changes."
request_199,23674000.0,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"The requested amount of IDR 23,674,000.00 is affordable through an installment plan consisting of three payments of IDR 8,206,986.67 due on 2024-09-07, 2024-10-08, and 2024-11-08. No spending changes are required, provided you maintain the minimum balance of IDR 25,359,500.00."
request_200,21717000.0,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"You can afford the requested amount of IDR 21,717,000.00 today through a full payment on February 6, 2025. This option requires no spending changes and maintains your minimum balance of IDR 20,114,600.00."
request_201,23997000.0,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,"You can afford the full payment of IDR 23,997,000.00 today without making any spending changes, while maintaining your minimum balance of IDR 17,304,500.00."
request_202,123900.0,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"The requested amount of INR 123,900.00 is fully affordable today via a single payment on December 5, 2024, without requiring any spending changes or dropping below your minimum balance of INR 147,800.00."
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"The requested amount of EUR 1,442.10 is affordable using an installment plan of EUR 499.93 due on 2025-05-10, 2025-06-07, and 2025-07-05, while maintaining your minimum balance of EUR 1,400.00. No spending changes are required."
request_204,588.74,affordable_now,full_payment,2026-01-04:588.74,2026-01-04,none,"The requested amount of EUR 588.74 is fully affordable today, with a full payment plan scheduled for January 4, 2026. This transaction requires no spending changes and maintains your minimum balance of EUR 1,300.00."
request_205,10621000.0,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,"You can afford the requested amount of IDR 10,621,000.00 today through a full payment on 2024-03-06 without requiring any spending changes. This leaves you safely above your minimum balance of IDR 13,994,300.00."
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"The requested amount of EUR 1,404.70 is affordable using an installment plan of EUR 486.96 due on 2025-08-03, 2025-08-31, and 2025-09-28 without requiring any spending changes."
request_207,5424.54,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"The requested amount of ZAR 11,830.00 is not affordable today while maintaining your minimum balance of ZAR 13,600.00, but it will become fully affordable on the planned payment date of July 15, 2026."
request_208,4279578.91,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,"The requested amount of IDR 4,413,000.00 is not affordable today while maintaining your minimum balance of IDR 10,470,700.00, but it will be fully affordable by waiting until June 15, 2024, with no spending changes required."
request_209,2254.01,not_affordable,not_recommended,none,,none,"The requested amount of ZAR 56,914.00 is currently not affordable, and the transaction is not recommended. You can safely spend a maximum of ZAR 2,254.01 today while maintaining your required minimum balance of ZAR 18,400.00."
request_210,985.7,affordable_with_plan,partial_payment,2026-04-06:985.70|2026-04-15:374.32,2026-04-15,none,"The requested USD 1,360.02 is affordable using a partial payment plan split into USD 985.70 today and USD 374.32 on April 15, 2026, with no spending changes required. This plan maintains your minimum balance of USD 2,000.00, and full payment can be achieved by April 15, 2026."
request_211,347.82,affordable_later,wait,2024-11-15:1788.60,2024-11-15,none,"You cannot afford the requested EUR 1,788.60 today while maintaining your minimum balance of EUR 1,500.00, but you will be able to pay the full amount on November 15, 2024."
request_212,5512011.94,not_affordable,not_recommended,none,,none,"The requested amount of IDR 71,934,000.00 is currently not affordable and not recommended without any payment plan or spending changes. To safely proceed, you should maintain a minimum balance of IDR 29,579,800.00, leaving a safe amount of IDR 5,512,011.94 available today."
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Use 3 installments of USD 1,165.63, starting 2026-01-21. This leaves at least USD 2,100.00 available."
request_214,67364.19,affordable_with_plan,installments,2024-12-04:36270|2025-01-01:36270,2024-12-15,none,"Use 2 installments of INR 36,270.00, starting 2024-12-04. This leaves at least INR 174,900.00 available."
request_215,29986.0,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10,395.15, starting 2025-05-09. This leaves at least ZAR 15,700.00 available."
request_216,577.46,affordable_later,wait,2026-09-15:3332.40,2026-09-15,none,"Pay USD 3,332.40 in full on 2026-09-15. Paying earlier would take the balance below the USD 1,800.00 minimum."
request_217,22083.3,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-15,none,"Use 3 installments of ZAR 12,889.07, starting 2024-03-19. This leaves at least ZAR 26,800.00 available."
request_218,24503273.79,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Use 3 installments of IDR 21,195,893.33, starting 2025-08-07. This leaves at least IDR 34,477,200.00 available."
request_219,788.54,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-05-15,none,"Use 3 installments of EUR 580.01, starting 2026-04-07. This leaves at least EUR 1,100.00 available."
request_220,158.35,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-07-03. None of the available options keeps the EUR 1,100.00 minimum protected."
request_221,109800.0,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"Pay INR 109,800.00 today. This keeps the INR 81,500.00 minimum available over the next 90 days."
request_222,34078.0,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Pay ZAR 34,078.00 today. This keeps the ZAR 27,300.00 minimum available over the next 90 days."
request_223,898.7,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,Pay EUR 898.70 today. This keeps the EUR 800.00 minimum available over the next 90 days.
request_224,10327000.0,affordable_with_plan,installments,2025-02-04:5370040|2025-03-04:5370040,2025-02-04,none,"Use 2 installments of IDR 5,370,040.00, starting 2025-02-04. This leaves at least IDR 22,187,600.00 available."
request_225,11758651.24,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-08-15,none,"Use 3 installments of IDR 7,647,120.00, starting 2026-07-20. This leaves at least IDR 17,670,700.00 available."
request_226,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-01-15. None of the available options keeps the INR 209,400.00 minimum protected."
request_227,7625.22,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-06-20. None of the available options keeps the INR 62,900.00 minimum protected."
request_228,2611663.95,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-04-30. None of the available options keeps the IDR 26,191,200.00 minimum protected."
request_229,601.06,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-04-15,none,"Use 3 installments of EUR 529.29, starting 2024-03-18. This leaves at least EUR 1,000.00 available."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,"Pay EUR 3,537.60 today. This keeps the EUR 2,000.00 minimum available over the next 90 days."
request_231,35256.31,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-15,none,"Use 3 installments of ZAR 12,378.08, starting 2026-01-06. This leaves at least ZAR 24,300.00 available."
request_232,745.53,affordable_later,wait,2024-08-15:1970.10,2024-08-15,none,"Pay EUR 1,970.10 in full on 2024-08-15. Paying earlier would take the balance below the EUR 2,400.00 minimum."
request_233,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-12-17. None of the available options keeps the IDR 10,365,700.00 minimum protected."
request_234,216.23,affordable_later,wait,2026-08-15:1213.30,2026-08-15,none,"Pay EUR 1,213.30 in full on 2026-08-15. Paying earlier would take the balance below the EUR 700.00 minimum."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,Pay USD 967.20 today. This keeps the USD 700.00 minimum available over the next 90 days.
request_236,6350913.79,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-02-23. None of the available options keeps the IDR 16,768,600.00 minimum protected."
request_237,23826000.0,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"Pay IDR 23,826,000.00 today. This keeps the IDR 22,431,500.00 minimum available over the next 90 days."
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 2024-12-07. This leaves at least USD 700.00 available."
request_239,642.0,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Pay USD 642.00 today. This keeps the USD 600.00 minimum available over the next 90 days.
request_240,16400.14,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-03-20. None of the available options keeps the INR 52,800.00 minimum protected."
request_241,21052000.0,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7,298,026.67, starting 2024-03-17. This leaves at least IDR 19,252,000.00 available."
request_242,0.0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-08-25. None of the available options keeps the EUR 600.00 minimum protected.
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Pay ZAR 17,468.00 today. This keeps the ZAR 19,900.00 minimum available over the next 90 days."
request_244,49918.0,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"Pay ZAR 49,918.00 today. This keeps the ZAR 45,900.00 minimum available over the next 90 days."
request_245,41483.87,affordable_later,wait,2025-12-15:128500,2025-12-15,none,"Pay INR 128,500.00 in full on 2025-12-15. Paying earlier would take the balance below the INR 94,600.00 minimum."
request_246,64086.0,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22,216.48, starting 2026-04-03. This leaves at least ZAR 39,300.00 available."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"Pay EUR 1,059.30 today. This keeps the EUR 1,300.00 minimum available over the next 90 days."
request_248,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-04-28. None of the available options keeps the USD 1,300.00 minimum protected."
request_249,50.18,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-03-15. None of the available options keeps the USD 600.00 minimum protected.
request_250,15439.11,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-01-18. None of the available options keeps the ZAR 35,300.00 minimum protected."
request_251,1032.25,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-06-06. None of the available options keeps the EUR 1,300.00 minimum protected."
request_252,4703571.92,affordable_later,wait,2026-08-15:28082000,2026-08-15,none,"Pay IDR 28,082,000.00 in full on 2026-08-15. Paying earlier would take the balance below the IDR 15,152,200.00 minimum."
request_253,1544.59,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-05-15,none,"Use 3 installments of EUR 984.60, starting 2024-03-21. This leaves at least EUR 2,300.00 available."
request_254,633.39,affordable_later,wait,2025-10-15:3535.20,2025-10-15,none,"Pay USD 3,535.20 in full on 2025-10-15. Paying earlier would take the balance below the USD 2,500.00 minimum."
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"Pay IDR 3,345,000.00 today. This keeps the IDR 9,813,900.00 minimum available over the next 90 days."
request_256,157563.74,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-07-15,none,"Use 3 installments of INR 75,816.00, starting 2024-06-10. This leaves at least INR 168,600.00 available."
request_257,654.51,affordable_later,wait,2025-12-15:1352.40,2025-12-15,none,"Pay USD 1,352.40 in full on 2025-12-15. Paying earlier would take the balance below the USD 1,600.00 minimum."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"Pay USD 1,113.60 today. This keeps the USD 500.00 minimum available over the next 90 days."
request_259,251.29,affordable_later,wait,2024-11-15:935,2024-11-15,none,Pay EUR 935.00 in full on 2024-11-15. Paying earlier would take the balance below the EUR 600.00 minimum.
request_260,9410946.26,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-04-18. None of the available options keeps the IDR 20,727,700.00 minimum protected."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"Pay EUR 1,830.40 today. This keeps the EUR 1,500.00 minimum available over the next 90 days."
request_262,9236000.0,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"Pay IDR 9,236,000.00 today. This keeps the IDR 31,018,500.00 minimum available over the next 90 days."
request_263,7887.57,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-06-15. None of the available options keeps the ZAR 24,100.00 minimum protected."
request_264,26571.2,affordable_later,wait,2026-05-15:111300,2026-05-15,none,"The requested amount of INR 111,300.00 is currently unaffordable, but you can safely make the full payment on May 15, 2026. No spending changes are required to reach this goal."
request_265,45970.0,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,"The requested amount of INR 45,970.00 is fully affordable today, March 6, 2024, without requiring any spending changes. Making this payment will maintain your minimum balance of INR 189,700.00."
request_266,796.08,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-09-15,none,"The requested amount of EUR 935.00 is affordable through a three-installment plan of EUR 324.13 each, starting on August 3, 2025. This plan maintains your required minimum balance of EUR 900.00 without requiring any spending changes."
request_267,1733.97,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-15,none,"The requested EUR 1,925.00 is affordable through an installment plan consisting of three monthly payments of EUR 667.33 starting January 8, 2026, with no spending changes required."
request_268,1033.03,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"The requested amount of EUR 2,426.60 is affordable using an installment plan of EUR 841.22 due on June 14, July 15, and August 15, 2024, with no spending changes required. This leaves a safe amount of EUR 1,033.03 today while maintaining your minimum balance of EUR 1,400.00, achieving the earliest full payment date of July 15, 2024."
request_269,0.0,not_affordable,not_recommended,none,,none,"The requested amount of ZAR 15,490.00 is currently unaffordable and not recommended since your balance falls below the minimum required ZAR 23,100.00. Consequently, no payment plan or safe withdrawal amount is available today."
request_270,148.28,not_affordable,not_recommended,none,,none,"The requested amount of USD 3,028.80 is currently not affordable, and the payment plan is not recommended. You can safely spend up to USD 148.28 today while maintaining your required minimum balance of USD 1,400.00."
request_271,0.0,not_affordable,not_recommended,none,,none,"The requested amount of INR 91,300.00 is currently not affordable, and this purchase is not recommended. You have a safe spending amount of INR 0.00 today and must maintain a minimum balance of INR 58,200.00."
request_272,5816633.78,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,"The requested amount of IDR 13,585,000.00 is affordable through three installments of IDR 4,709,466.67 starting February 12, 2025, without requiring any spending changes."
request_273,11016664.37,affordable_with_plan,installments,2026-04-07:5498480|2026-05-05:5498480|2026-06-02:5498480,2026-04-15,none,"The requested amount of IDR 15,861,000.00 is affordable through three installments of IDR 5,498,480.00 each, starting on April 7, 2026, without requiring any spending changes."
request_274,2431.07,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-15,none,"The requested amount of EUR 2,713.70 is affordable using an installment plan of three monthly payments of EUR 940.75, starting on December 4, 2024. This plan maintains your minimum balance of EUR 1,800.00 without requiring any spending changes."
request_275,15884000.0,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"You can afford the requested amount of IDR 15,884,000.00 right now and make a full payment by May 6, 2025, without needing to change your spending. This leaves you with your minimum required balance of IDR 12,760,100.00."
